title,location,price,bedroom,bathroom,area,year_contruction,maintenance,housing_type,operation_type,date_pub,url,price_clean,area_clean,bedroom_clean,bathroom_clean,district,security_score,safety_score,cost_score,services_score,final_score
Apartamento en alquiler en Ur. Jardin,"Ur. Jardin, San Isidro, Lima, Lima ",USD900,1 dormitorio,1 baño,45 m²,2023.0,,Apartamento,Alquiler,Hace 3 semanas - Publicado por Midori Kishimoto,https://www.properati.com.pe/detalle/14032-32-37d7-8d3662c87b8-418dc763-abf3-4a60,3330.0,45.0,1,1,SAN ISIDRO,8.86,8.86,9.98,5.76,8.69
Apartamento en alquiler en Ur. San Rafael,"Ur. San Rafael, Breña, Lima, Lima ","S/.1,100",2 dormitorios,1 baño,60 m²,2014.0,,Apartamento,Alquiler,30 ene. 2023 - Publicado por Encontré tu Hogar,https://www.properati.com.pe/detalle/14032-32-a079-bb34ba02ec8c-b04aa9b0-96c5-120d,1100.0,60.0,2,1,BREÑA,8.58,8.58,9.995045045045044,6.3,8.69
Apartamento en alquiler en Ur. Chacarilla Santa Cruz,"Ur. Chacarilla Santa Cruz, San Isidro, Lima, Lima ",USD790,1 dormitorio,1 baño,45 m²,2023.0,,Apartamento,Alquiler,21 feb. 2023 - Publicado por Midori Kishimoto,https://www.properati.com.pe/detalle/14032-32-b95b-1d6f7115c480-16e8b844-9eaf-4289,2923.0,45.0,1,1,SAN ISIDRO,8.86,8.86,9.982444444444445,5.76,8.69
Apartamento en alquiler en Ur. San Isidro,"Ur. San Isidro, San Isidro, Lima, Lima ",USD600,1 dormitorio,1 baño,50 m²,2023.0,S/.200,Apartamento,Alquiler,"Hace 1 semana, 2 días - Publicado por INMOBILIARIA INTERNACIONAL DEL PERU",https://www.properati.com.pe/detalle/14032-32-5c1c-8e19b1cba6be-f1049f36-84db-420b,2220.0,50.0,1,1,SAN ISIDRO,8.86,8.86,9.988,5.76,8.69
Apartamento en alquiler en Ur. Chacarilla Santa Cruz,"Ur. Chacarilla Santa Cruz, San Isidro, Lima, Lima ",USD760,1 dormitorio,1 baño,45 m²,2023.0,,Apartamento,Alquiler,10 feb. 2023 - Publicado por REMAX FAMILY,https://www.properati.com.pe/detalle/14032-32-79a1-6276337f755b-90d06212-985f-473c,2812.0,45.0,1,1,SAN ISIDRO,8.86,8.86,9.98311111111111,5.76,8.69
Apartamento en alquiler en Ur. Armendariz,"Ur. Armendariz, Miraflores, Lima, Lima ",USD950,2 dormitorios,3 baños,100 m²,2014.0,S/.300,Apartamento,Alquiler,27 dic. 2022 - Publicado por Tu Nuevo Hogar Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-92f9-ffe5a462261b-a479d461-850b-4962,3515.0,100.0,2,3,MIRAFLORES,7.68,7.68,9.9905,8.1,8.69
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","USD4,000",3 dormitorios,2 baños,310 m²,2015.0,S/.800,Apartamento,Alquiler,10 feb. 2023 - Publicado por KLAROST GROUP,https://www.properati.com.pe/detalle/14032-32-cf1-913f75cd2bda-1be72353-b9cc-41e2,14800.0,310.0,3,2,MIRAFLORES,7.68,7.68,9.987096774193548,8.14,8.69
Apartamento en alquiler en Ur. Chacarilla Santa Cruz,"Ur. Chacarilla Santa Cruz, San Isidro, Lima, Lima ",USD510,1 dormitorio,1 baño,55 m²,2022.0,,Apartamento,Alquiler,28 feb. 2023 - Publicado por SOCIOS INMOBILIARIOS,https://www.properati.com.pe/detalle/14032-32-3519-7da18e9db76c-950dc6a6-96bb-4320,1887.0,55.0,1,1,SAN ISIDRO,8.86,8.86,9.990727272727272,5.720000000000001,8.68
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","USD1,800",2 dormitorios,3 baños,170 m²,2013.0,S/.506,Apartamento,Alquiler,14 mar. 2023 - Publicado por Manuel Villarreal Perez,https://www.properati.com.pe/detalle/14032-32-ea5f-bd724abdf0b0-620ff35d-8dfb-4c50,6660.0,170.0,2,3,MIRAFLORES,7.68,7.68,9.989411764705881,8.06,8.68
Apartamento en alquiler en Ur. La Capilla (U-2),"Ur. La Capilla (U-2), La Molina, Lima, Lima ","S/.1,000",2 dormitorios,1 baño,35 m²,2000.0,,Apartamento,Alquiler,8 oct. 2022 - Publicado por SOCIOS INMOBILIARIOS,https://www.properati.com.pe/detalle/14032-32-842d-97e7e40efa38-c00eff7e-bede-4c07,1000.0,35.0,2,1,LA MOLINA,8.83,8.83,9.992277992277993,5.74,8.68
Apartamento en alquiler en As. Los Rosales,"As. Los Rosales, La Molina, Lima, Lima ","S/.1,450",1 dormitorio,2 baños,60 m²,2000.0,S/.120,Apartamento,Alquiler,18 mar. 2023 - Publicado por Tatiana Peralta,https://www.properati.com.pe/detalle/14032-32-f1e1-72401692d627-3f033eec-bec6-48fb,1450.0,60.0,1,2,LA MOLINA,8.83,8.83,9.993468468468468,5.74,8.68
Apartamento en alquiler en Co. Santa Rosa De Quives,"Co. Santa Rosa De Quives, Santa Anita, Lima, Lima ","S/.1,600",3 dormitorios,2 baños,68 m²,2000.0,S/.170,Apartamento,Alquiler,"Hace 1 semana, 1 día - Publicado por RE/MAX PRO",https://www.properati.com.pe/detalle/14032-32-ec8f-7bb6ee593747-8b948000-a520-447e,1600.0,68.0,3,2,SANTA ANITA,7.9,7.9,9.993640699523052,7.54,8.67
Apartamento en alquiler en Ur. San Isidro,"Ur. San Isidro, San Isidro, Lima, Lima ",USD700,1 dormitorio,1 baño,45 m²,2020.0,S/.280,Apartamento,Alquiler,17 mar. 2023 - Publicado por Armando Bustamante,https://www.properati.com.pe/detalle/14032-32-ae10-4d5bf36f37dd-178ae965-9eef-47b2,2590.0,45.0,1,1,SAN ISIDRO,8.86,8.86,9.984444444444446,5.64,8.67
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ",USD900,2 dormitorios,3 baños,110 m²,2012.0,S/.330,Apartamento,Alquiler,14 nov. 2022 - Publicado por CARLA EMPERATRIZ NEIRA SILVA,https://www.properati.com.pe/detalle/14032-32-61c7-42ce6cc85d92-b9b63c3e-af7c-4ecb,3330.0,110.0,2,3,MIRAFLORES,7.68,7.68,9.991818181818182,8.02,8.67
Apartamento en alquiler en Ur. Armendariz,"Ur. Armendariz, Miraflores, Lima, Lima ","USD2,400",3 dormitorios,2 baños,332 m²,2012.0,"S/.1,200",Apartamento,Alquiler,23 feb. 2023 - Publicado por Corretaje Pelusa,https://www.properati.com.pe/detalle/14032-32-7979-542d27934b01-9dab0932-a53c-4668,8880.0,332.0,3,2,MIRAFLORES,7.68,7.68,9.992771084337349,8.02,8.67
Apartamento en alquiler en Ur. Udima,"Ur. Udima, Magdalena del Mar, Lima, Lima ","S/.1,600",1 dormitorio,1 baño,42 m²,2000.0,S/.120,Apartamento,Alquiler,Hace 23 horas - Publicado por Infinito Novantanove E.I.R.L,https://www.properati.com.pe/detalle/14032-32-987-ee9d97c9b305-5f3d171b-9bd6-4c89,1600.0,42.0,1,1,MAGDALENA DEL MAR,9.26,9.26,9.98970398970399,4.84,8.67
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",USD900,3 dormitorios,2 baños,120 m²,2012.0,S/.640,Apartamento,Alquiler,1 feb. 2023 - Publicado por RE/MAX Expo,https://www.properati.com.pe/detalle/14032-32-ec6-bf4cd79612cc-3dbb1fe6-8563-429c,3330.0,120.0,3,2,MIRAFLORES,7.68,7.68,9.9925,8.02,8.67
Apartamento en alquiler en Ur. Oyague,"Ur. Oyague, Magdalena del Mar, Lima, Lima ",USD473,1 dormitorio,1 baño,48 m²,2000.0,,Apartamento,Alquiler,9 mar. 2023 - Publicado por Century 21 Premium,https://www.properati.com.pe/detalle/14032-32-934b-affdf5000f6e-9fce44ac-b91d-3643,1750.1000000000001,48.0,1,1,MAGDALENA DEL MAR,9.26,9.26,9.990145833333333,4.84,8.67
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",USD950,3 dormitorios,2 baños,119 m²,2012.0,S/.370,Apartamento,Alquiler,"Hace 2 semanas, 1 día - Publicado por Alinea Inmobiliaria",https://www.properati.com.pe/detalle/14032-32-155-c4a4df80c6f7-c9633850-a6ef-4800,3515.0,119.0,3,2,MIRAFLORES,7.68,7.68,9.992016806722688,8.02,8.67
Casa en alquiler en Ur. San Miguel,"Ur. San Miguel, San Miguel, Lima, Lima ","S/.2,600",3 dormitorios,2 baños,92 m²,1960.0,,Casa,Alquiler,"Hace 1 semana, 1 día - Publicado por MARIA ANTONIETA DEL CARMEN MESONES VILLACORTA",https://www.properati.com.pe/detalle/14032-32-d843-5774a2f2c8a6-65852c0-88c0-120d,2600.0,92.0,3,2,SAN MIGUEL,8.7,8.7,9.992361927144536,5.9399999999999995,8.66
Apartamento en alquiler en Ur. America,"Ur. America, Miraflores, Lima, Lima ",USD999,2 dormitorios,3 baños,126 m²,2010.0,S/.460,Apartamento,Alquiler,21 mar. 2023 - Publicado por Carol León,https://www.properati.com.pe/detalle/14032-32-c80c-1d0e178491b8-cec268f0-8659-120d,3696.3,126.0,2,3,MIRAFLORES,7.68,7.68,9.992071428571428,7.9399999999999995,8.66
Apartamento en alquiler en Ur. America,"Ur. America, Miraflores, Lima, Lima ","USD1,000",2 dormitorios,3 baños,106 m²,2010.0,S/.575,Apartamento,Alquiler,"Hace 2 semanas, 2 días - Publicado por Doris Peñaranda",https://www.properati.com.pe/detalle/14032-32-d24c-577331d3d019-5765b10-b702-120d,3700.0,106.0,2,3,MIRAFLORES,7.68,7.68,9.99056603773585,7.9399999999999995,8.66
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",USD850,2 dormitorios,3 baños,90 m²,2009.0,S/.400,Apartamento,Alquiler,19 dic. 2022 - Publicado por JPR INMUEBLES,https://www.properati.com.pe/detalle/14032-32-5573-8c503d6ac96a-2b34ffa4-a685-4a55,3145.0,90.0,2,3,MIRAFLORES,7.68,7.68,9.990555555555556,7.9,8.65
Apartamento en alquiler en Ur. San Felipe,"Ur. San Felipe, Jesús María, Lima, Lima ","S/.1,500",2 dormitorios,1 baño,60 m²,2006.0,,Apartamento,Alquiler,28 mar. 2023 - Publicado por Arias Propiedades,https://www.properati.com.pe/detalle/14032-32-d88c-557bcf407478-aaf9246f-8048-4e57,1500.0,60.0,2,1,JESUS MARIA,8.64,8.64,9.993243243243242,5.98,8.65
Apartamento en alquiler en Ur. Leuro,"Ur. Leuro, Miraflores, Lima, Lima ",USD900,3 dormitorios,2 baños,97 m²,2009.0,S/.420,Apartamento,Alquiler,21 ene. 2023 - Publicado por RE/MAX Expo,https://www.properati.com.pe/detalle/14032-32-bfe1-79853a3cb552-a7979f69-926b-42dc,3330.0,97.0,3,2,MIRAFLORES,7.68,7.68,9.990721649484536,7.9,8.65
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",USD950,3 dormitorios,2 baños,95 m²,2009.0,,Apartamento,Alquiler,23 mar. 2023 - Publicado por REMAX FUTURA,https://www.properati.com.pe/detalle/14032-32-a354-55d24f71a62b-a307fbe7-b196-4703,3515.0,95.0,3,2,MIRAFLORES,7.68,7.68,9.99,7.9,8.65
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","USD1,400",2 dormitorios,3 baños,107 m²,2010.0,S/.350,Apartamento,Alquiler,"Hace 1 semana, 6 días - Publicado por SERVICIOS INMOBILIARIOS",https://www.properati.com.pe/detalle/14032-32-8bb6-57c5c47b3bf7-ed96281f-9688-4e4b,5180.0,107.0,2,3,MIRAFLORES,7.68,7.68,9.986915887850467,7.9399999999999995,8.65
Apartamento en alquiler en Ur. Risso,"Ur. Risso, Lince, Lima, Lima ","S/.1,900",1 dormitorio,1 baño,64 m²,2008.0,S/.211,Apartamento,Alquiler,7 feb. 2023 - Publicado por Remax Inmuebles,https://www.properati.com.pe/detalle/14032-32-c93c-917e2b394e7a-21bb31e3-8195-4a40,1900.0,64.0,1,1,LINCE,9.04,9.04,9.99197635135135,5.16,8.64
Apartamento en alquiler en Ur. Confraternidad,"Ur. Confraternidad, Barranco, Lima, Lima ","S/.2,300",1 dormitorio,1 baño,40 m²,2000.0,,Apartamento,Alquiler,11 feb. 2023 - Publicado por Century 21 Ambassador,https://www.properati.com.pe/detalle/14032-32-b92f-cd70232acc41-7574c539-87d0-3310,2300.0,40.0,1,1,BARRANCO,9.17,9.17,9.98445945945946,4.84,8.63
Habitación en alquiler en Ur. Pando V Etapa,"Ur. Pando V Etapa, San Miguel, Lima, Lima ",S/.800,1 dormitorio,1 baño,20 m²,2023.0,,Habitación,Alquiler,24 mar. 2023 - Publicado por Remax Integrity,https://www.properati.com.pe/detalle/14032-32-c4a3-f0cc8376ba2a-93d1bf47-a875-41dd,800.0,20.0,1,1,SAN MIGUEL,8.7,8.7,9.98918918918919,5.76,8.63
Habitación en alquiler en Ur. Pando V Etapa,"Ur. Pando V Etapa, San Miguel, Lima, Lima ",S/.600,1 dormitorio,1 baño,18 m²,2023.0,,Habitación,Alquiler,24 mar. 2023 - Publicado por Remax Integrity,https://www.properati.com.pe/detalle/14032-32-d9d8-9a88ea2c512b-e09d9e81-a58f-48a2,600.0,18.0,1,1,SAN MIGUEL,8.7,8.7,9.99099099099099,5.76,8.63
Casa en alquiler en Ur. Los Cedros De Villa Etapa Xi,"Ur. Los Cedros De Villa Etapa Xi, Chorrillos, Lima, Lima ","USD1,000",6 dormitorios,4 baños,90 m²,2000.0,,Casa,Alquiler,30 ene. 2023 - Publicado por RE/MAX Metropolis,https://www.properati.com.pe/detalle/14032-32-bb9f-e9b0866f2530-194e584-892b-4fb3,3700.0,90.0,6,4,CHORRILLOS,7.07,7.07,9.988888888888889,9.04,8.63
Apartamento en alquiler en Ur. Juan Xxiii,"Ur. Juan Xxiii, San Borja, Lima, Lima ","S/.2,000",1 dormitorio,1 baño,75 m²,2015.0,,Apartamento,Alquiler,27 mar. 2023 - Publicado por Arias Propiedades,https://www.properati.com.pe/detalle/14032-32-d620-b4c86092404-eb9585f5-ad8c-4d1d,2000.0,75.0,1,1,SAN BORJA,8.86,8.86,9.992792792792793,5.4399999999999995,8.63
Habitación en alquiler en Ur. Pando V Etapa,"Ur. Pando V Etapa, San Miguel, Lima, Lima ",S/.500,1 dormitorio,1 baño,8 m²,2023.0,,Habitación,Alquiler,24 mar. 2023 - Publicado por Remax Integrity,https://www.properati.com.pe/detalle/14032-32-f4c1-d3fec18c18c6-8612b3a9-b846-465c,500.0,8.0,1,1,SAN MIGUEL,8.7,8.7,9.983108108108109,5.76,8.63
Apartamento en alquiler en Ur. Confraternidad,"Ur. Confraternidad, Barranco, Lima, Lima ",USD647,1 dormitorio,1 baño,40 m²,2000.0,,Apartamento,Alquiler,"Hace 2 semanas, 4 días - Publicado por Century 21 Ambassador",https://www.properati.com.pe/detalle/14032-32-d55-7a7b6caaf43f-5fa1f3-b072-3f99,2393.9,40.0,1,1,BARRANCO,9.17,9.17,9.983825,4.84,8.63
Apartamento en alquiler en Ur. La Viñita,"Ur. La Viñita, Barranco, Lima, Lima ","S/.1,700",1 dormitorio,1 baño,40 m²,2000.0,,Apartamento,Alquiler,5 mar. 2023 - Publicado por Century 21 Prestigia,https://www.properati.com.pe/detalle/14032-32-f897-95a7ecda825d-2b8516c7-bb50-3ab1,1700.0,40.0,1,1,BARRANCO,9.17,9.17,9.988513513513514,4.84,8.63
Habitación en alquiler en Ur. Pando V Etapa,"Ur. Pando V Etapa, San Miguel, Lima, Lima ",S/.800,1 dormitorio,1 baño,24 m²,2023.0,,Habitación,Alquiler,"Hace 3 semanas, 1 hora - Publicado por Remax Integrity",https://www.properati.com.pe/detalle/14032-32-2b9e-2ac0bbb905a0-6873cf5d-bde9-45f3,800.0,24.0,1,1,SAN MIGUEL,8.7,8.7,9.99099099099099,5.76,8.63
Habitación en alquiler en Ur. Pando V Etapa,"Ur. Pando V Etapa, San Miguel, Lima, Lima ",S/.550,1 dormitorio,1 baño,15 m²,2023.0,,Habitación,Alquiler,"Hace 3 semanas, 1 hora - Publicado por Remax Integrity",https://www.properati.com.pe/detalle/14032-32-ce2-68463b3b3849-3026fc79-b49f-4bd2,550.0,15.0,1,1,SAN MIGUEL,8.7,8.7,9.99009009009009,5.76,8.63
Casa en alquiler en Ur. La Encantada,"Ur. La Encantada, Chorrillos, Lima, Lima ","USD4,000",5 dormitorios,7 baños,659 m²,2000.0,,Casa,Alquiler,22 ene. 2023 - Publicado por Century 21 Central,https://www.properati.com.pe/detalle/14032-32-f4ca-dc4f85d5c1fd-7d94464-8d76-3e30,14800.0,659.0,5,7,CHORRILLOS,7.07,7.07,9.99393019726859,9.04,8.63
Apartamento en alquiler en Ur. Armendariz,"Ur. Armendariz, Miraflores, Lima, Lima ",USD950,3 dormitorios,3 baños,180 m²,1983.0,S/.450,Apartamento,Alquiler,"Hace 1 día, 17 horas - Publicado por KRB Agencia Perú",https://www.properati.com.pe/detalle/14032-32-ae0a-93af099556a3-5340ad5b-b68c-4891,3515.0,180.0,3,3,MIRAFLORES,7.68,7.68,9.994722222222222,7.76,8.62
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","USD2,600",3 dormitorios,2 baños,250 m²,2006.0,S/.915,Apartamento,Alquiler,24 feb. 2023 - Publicado por Verónica Arosemena,https://www.properati.com.pe/detalle/14032-32-aa31-a4c4f016ec7d-97ceb562-863a-48b1,9620.0,250.0,3,2,MIRAFLORES,7.68,7.68,9.9896,7.780000000000001,8.62
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",USD730,2 dormitorios,3 baños,117 m²,2005.0,S/.280,Apartamento,Alquiler,"Hace 2 semanas, 3 días - Publicado por RE/MAX POWER EXPO",https://www.properati.com.pe/detalle/14032-32-482c-61d40690ab70-372523ee-bcc3-42de,2701.0,117.0,2,3,MIRAFLORES,7.68,7.68,9.993760683760684,7.74,8.62
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","USD2,400",3 dormitorios,2 baños,200 m²,2006.0,S/.650,Apartamento,Alquiler,31 ene. 2023 - Publicado por Büro Propiedades,https://www.properati.com.pe/detalle/14032-32-11ec-7377078ccf67-355c7069-b65d-5016,8880.0,200.0,3,2,MIRAFLORES,7.68,7.68,9.988,7.780000000000001,8.62
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","USD1,150",3 dormitorios,3 baños,155 m²,1981.0,,Apartamento,Alquiler,16 mar. 2023 - Publicado por RE/MAX PERÚ,https://www.properati.com.pe/detalle/14032-32-4c84-9f22cc0ee3ec-60c0c686-9b5e-4931,4255.0,155.0,3,3,MIRAFLORES,7.68,7.68,9.99258064516129,7.68,8.61
Apartamento en alquiler en Ur. America,"Ur. America, Miraflores, Lima, Lima ","USD1,600",2 dormitorios,3 baños,104 m²,2005.0,S/.635,Apartamento,Alquiler,"Hace 3 semanas, 16 horas - Publicado por Dora Merlo Paz Soldán",https://www.properati.com.pe/detalle/14032-32-cdde-691d178457ed-57fb2310-8768-120d,5920.0,104.0,2,3,MIRAFLORES,7.68,7.68,9.984615384615385,7.74,8.61
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ","USD2,000",3 dormitorios,2 baños,175 m²,2004.0,S/.840,Apartamento,Alquiler,7 mar. 2023 - Publicado por Inmobiliaria Casella,https://www.properati.com.pe/detalle/14032-32-2bc6-fc3f3e5d3608-c891cf7e-be22-46fd,7400.0,175.0,3,2,MIRAFLORES,7.68,7.68,9.98857142857143,7.7,8.61
Apartamento en alquiler en Ur. Orrantia,"Ur. Orrantia, San Isidro, Lima, Lima ",USD550,1 dormitorio,1 baño,46 m²,2012.0,S/.180,Apartamento,Alquiler,28 feb. 2023 - Publicado por MENDIETA INMOBILIARIA,https://www.properati.com.pe/detalle/14032-32-270c-6dc4531ddd70-9a3f5ddd-9c03-4911,2035.0,46.0,1,1,SAN ISIDRO,8.86,8.86,9.98804347826087,5.32,8.6
Casa en alquiler en Ur. Javier Prado (Cahuache),"Ur. Javier Prado (Cahuache), San Borja, Lima, Lima ","USD1,900",7 dormitorios,4 baños,1 Medio baño,2000.0,,Casa,Alquiler,17 feb. 2023 - Publicado por  Ivan  Santa Cruz Maza ,https://www.properati.com.pe/detalle/14032-32-5c07-963c6975f150-39fd5f0e-be16-3b77,7030.0,1.0,7,4,SAN BORJA,8.86,8.86,8.100000000000001,9.04,8.59
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ","USD1,450",2 dormitorios,3 baños,121 m²,2000.0,S/.420,Apartamento,Alquiler,"Hace 6 días, 20 horas - Publicado por Fiorella Saldarriaga",https://www.properati.com.pe/detalle/14032-32-13bc-c9853a53d7e2-d25f18e2-88e3-459f,5365.0,121.0,2,3,MIRAFLORES,7.68,7.68,9.98801652892562,7.54,8.58
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",USD850,2 dormitorios,3 baños,113 m²,2000.0,S/.503,Apartamento,Alquiler,24 mar. 2023 - Publicado por Tatiana Peralta,https://www.properati.com.pe/detalle/14032-32-d80-4fa3595821ea-82aaf161-b1d6-4df5,3145.0,113.0,2,3,MIRAFLORES,7.68,7.68,9.992477876106195,7.54,8.58
Apartamento en alquiler en Ur. Santa Felicia,"Ur. Santa Felicia, La Molina, Lima, Lima ",USD480,1 dormitorio,1 baño,45 m²,2010.0,S/.270,Apartamento,Alquiler,24 feb. 2023 - Publicado por Marcia Rodriguez,https://www.properati.com.pe/detalle/14032-32-efa4-529b60903d51-866e4439-89b1-47e1,1776.0,45.0,1,1,LA MOLINA,8.83,8.83,9.989333333333333,5.24,8.58
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ",USD750,2 dormitorios,2 baños,80 m²,2023.0,S/.460,Apartamento,Alquiler,14 feb. 2023 - Publicado por AC Gestión Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-9d9f-2fcd8da0514a-e1c9faff-b307-4900,2775.0,80.0,2,2,MIRAFLORES,7.68,7.68,9.990625,7.5600000000000005,8.58
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","USD1,450",3 dormitorios,2 baños,200 m²,2000.0,S/.550,Apartamento,Alquiler,"Hace 1 semana, 6 días - Publicado por Isotta Lima Space",https://www.properati.com.pe/detalle/14032-32-ba63-65b75289d07c-bef2657c-8d03-451e,5365.0,200.0,3,2,MIRAFLORES,7.68,7.68,9.992750000000001,7.54,8.58
Apartamento en alquiler en Ur. San Antonio,"Ur. San Antonio, Miraflores, Lima, Lima ","USD1,000",3 dormitorios,2 baños,112 m²,2000.0,,Apartamento,Alquiler,28 feb. 2023 - Publicado por Century 21 Excellence.,https://www.properati.com.pe/detalle/14032-32-fdca-6ff02bd0a6d3-cbac234b-96b9-312c,3700.0,112.0,3,2,MIRAFLORES,7.68,7.68,9.991071428571429,7.54,8.58
Casa en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ","USD1,800",3 dormitorios,2 baños,230 m²,2001.0,,Casa,Alquiler,23 ene. 2023 - Publicado por Jaquelina Gonzáles,https://www.properati.com.pe/detalle/14032-32-49a2-c32420c17a80-df3d227c-b8ed-42ec,6660.0,230.0,3,2,MIRAFLORES,7.68,7.68,9.992173913043478,7.58,8.58
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",USD850,3 dormitorios,2 baños,95 m²,2000.0,,Apartamento,Alquiler,28 feb. 2023 - Publicado por Century 21 Excellence.,https://www.properati.com.pe/detalle/14032-32-c88b-298d82c12174-2170e573-9357-3537,3145.0,95.0,3,2,MIRAFLORES,7.68,7.68,9.991052631578947,7.54,8.58
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",USD850,3 dormitorios,2 baños,108 m²,2000.0,,Apartamento,Alquiler,22 mar. 2023 - Publicado por REMAX CENTENARIO,https://www.properati.com.pe/detalle/14032-32-9ddc-ac7b1f7a91ca-5d83b5ad-a980-4047,3145.0,108.0,3,2,MIRAFLORES,7.68,7.68,9.992129629629629,7.54,8.58
Apartamento en alquiler en Ur. San Luis,"Ur. San Luis, Miraflores, Lima, Lima ","USD1,100",3 dormitorios,2 baños,120 m²,2000.0,S/.650,Apartamento,Alquiler,20 mar. 2023 - Publicado por RE/MAX Expo,https://www.properati.com.pe/detalle/14032-32-99ef-15950a9156f9-dd4b40b7-be45-4356,4070.0,120.0,3,2,MIRAFLORES,7.68,7.68,9.990833333333333,7.54,8.58
Apartamento en alquiler en Ur. Armendariz,"Ur. Armendariz, Miraflores, Lima, Lima ","USD1,000",2 dormitorios,2 baños,70 m²,2023.0,S/.250,Apartamento,Alquiler,"Hace 2 semanas, 6 días - Publicado por Begoña Pedraza Corretaje",https://www.properati.com.pe/detalle/14032-32-6bed-1ced6beac1dc-2e491d15-9bb4-4b64,3700.0,70.0,2,2,MIRAFLORES,7.68,7.68,9.985714285714286,7.5600000000000005,8.58
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",USD850,3 dormitorios,2 baños,190 m²,2000.0,S/.250,Apartamento,Alquiler,22 mar. 2023 - Publicado por Proyectum  Perú,https://www.properati.com.pe/detalle/14032-32-c44b-815467a519b3-785d63be-8457-40ce,3145.0,190.0,3,2,MIRAFLORES,7.68,7.68,9.995526315789473,7.54,8.58
Apartamento en alquiler en Ur. Aurora,"Ur. Aurora, Miraflores, Lima, Lima ",USD950,2 dormitorios,3 baños,165 m²,2000.0,S/.500,Apartamento,Alquiler,6 feb. 2023 - Publicado por La Foret Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-96fd-112114279f5e-6f3795bd-be77-402e,3515.0,165.0,2,3,MIRAFLORES,7.68,7.68,9.994242424242424,7.54,8.58
Apartamento en alquiler en Ur. Leuro,"Ur. Leuro, Miraflores, Lima, Lima ",USD850,3 dormitorios,2 baños,125 m²,2000.0,,Apartamento,Alquiler,26 dic. 2022 - Publicado por RE/MAX Expo,https://www.properati.com.pe/detalle/14032-32-31e5-f56cb44a69f3-1354c567-8e16-4287,3145.0,125.0,3,2,MIRAFLORES,7.68,7.68,9.9932,7.54,8.58
Casa en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","USD3,000",3 dormitorios,2 baños,153 m²,2000.0,,Casa,Alquiler,26 feb. 2023 - Publicado por DREAM HOUSE MR. WONG EIRL,https://www.properati.com.pe/detalle/14032-32-4a67-92ca0de06a88-1e696a84-9d17-4d9c,11100.0,153.0,3,2,MIRAFLORES,7.68,7.68,9.980392156862745,7.54,8.57
Casa en alquiler en Ur. Tungasuca,"Ur. Tungasuca, Carabayllo, Lima, Lima ","S/.4,000",7 dormitorios,2 baños,212 m²,1999.0,,Casa,Alquiler,21 mar. 2023 - Publicado por Remax Integrity,https://www.properati.com.pe/detalle/14032-32-49a-7679ea5ac1b2-ccb0f80c-ab8e-4842,4000.0,212.0,7,2,CARABAYLLO,6.94,6.94,9.994900560938296,9.0,8.57
