title,location,price,bedroom,bathroom,area,year_contruction,maintenance,housing_type,operation_type,date_pub,url
Apartamento en alquiler en Ur. Chacarilla Santa Cruz,"Ur. Chacarilla Santa Cruz, San Isidro, Lima, Lima ","USD1,000",2 dormitorios,2 baños,61 m²,,,Apartamento,Alquiler,15 mar. 2023 - Publicado por Century 21 Premium,https://www.properati.com.pe/detalle/14032-32-6ad9-4f405726fb46-997a8022-b8d5-3b54
Apartamento en alquiler en Ur. Valle De Sharon,"Ur. Valle De Sharon, San Juan de Miraflores, Lima, Lima ","S/.1,200",2 dormitorios,1 baño,78 m²,,,Apartamento,Alquiler,22 mar. 2023 - Publicado por REMAX CENTENARIO,https://www.properati.com.pe/detalle/14032-32-5117-769ad7bae04b-859319cb-9f81-45c3
Apartamento en alquiler en Ur. Las Lomas De La Molina Vieja Etapa I,"Ur. Las Lomas De La Molina Vieja Etapa I, La Molina, Lima, Lima ","S/.2,450",3 dormitorios,3 baños,79 m²,,,Apartamento,Alquiler,22 mar. 2023 - Publicado por REMAX CENTENARIO,https://www.properati.com.pe/detalle/14032-32-65be-93a6b1588d4e-66bfe366-b8de-4d54
Apartamento en alquiler en San Isidro,"San Isidro, Lima, Lima ","USD1,500",3 dormitorios,2 baños,155 m²,2013,S/.730,Apartamento,Alquiler,23 feb. 2023 - Publicado por Verónica Arosemena,https://www.properati.com.pe/detalle/14032-32-298a-ebe48e1a53d9-accbd92-9683-4193
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",USD950,3 dormitorios,2 baños,95 m²,2009,,Apartamento,Alquiler,23 mar. 2023 - Publicado por REMAX FUTURA,https://www.properati.com.pe/detalle/14032-32-a354-55d24f71a62b-a307fbe7-b196-4703
Apartamento en alquiler en Rimac,"Rimac, Lima, Lima ","S/.1,400",3 dormitorios,2 baños,81 m²,2023,,Apartamento,Alquiler,10 feb. 2023 - Publicado por REMAX FAMILY,https://www.properati.com.pe/detalle/14032-32-4818-78af0800564f-86633c39-b06f-4ccc
Apartamento en alquiler en Callao,"Callao, Callao, Callao ","S/.1,100",2 dormitorios,2 baños,65 m²,2018,S/.120,Apartamento,Alquiler,20 mar. 2023 - Publicado por Milagros Ormeño,https://www.properati.com.pe/detalle/14032-32-7c67-d5066ba53965-2abe84d0-9f2b-4fc2
Apartamento en alquiler en Ur. San Borja,"Ur. San Borja, San Borja, Lima, Lima ","S/.2,400",3 dormitorios,1 baño,100 m²,2020,S/.1,Apartamento,Alquiler,4 ene. 2023 - Publicado por Proyectum  Perú,https://www.properati.com.pe/detalle/14032-32-80c7-5e080f64b972-f60e55aa-9332-46a5
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",USD900,2 dormitorios,2 baños,104 m²,1978,S/.310,Apartamento,Alquiler,20 mar. 2023 - Publicado por REMAX UNITED,https://www.properati.com.pe/detalle/14032-32-3e73-50fcf85e60f4-a731f331-b892-4851
Apartamento en alquiler en Ur. Country Club,"Ur. Country Club, San Isidro, Lima, Lima ","USD2,100",4 dormitorios,2 baños,295 m²,,,Apartamento,Alquiler,22 dic. 2022 - Publicado por Isotta Lima Space,https://www.properati.com.pe/detalle/14032-32-5ebe-61e524a9e13a-e90fec66-bbda-4db6
Apartamento en alquiler en Ur. Santa Monica,"Ur. Santa Monica, San Isidro, Lima, Lima ","USD1,650",3 dormitorios,2 baños,180 m²,1980,S/.748,Apartamento,Alquiler,27 feb. 2023 - Publicado por Corretaje Pelusa,https://www.properati.com.pe/detalle/14032-32-db71-376b3a4a66c7-3900e72c-9521-4daf
Casa en alquiler en Country Club,"Country Club, Urb San Felipe, Provincia de Lima, Provincia de Lima ","USD6,500",15 dormitorios,9 baños,,910 m²,,Casa,Alquiler,29 ago. 2022 - Publicado por Jose Antonio Mejia Ludowieg,https://www.properati.com.pe/detalle/14032-32-7934-299c603942f3-ada7fa56-baeb-369a
Casa en alquiler en Rio Seco,"Rio Seco, Cerro Colorado, Arequipa, Arequipa ","USD3,000",5 dormitorios,7 baños,,2019,,Casa,Alquiler,11 ene. 2023 - Publicado por INHOGAR J & B CONSTRUCTORA INMOBILIARIA,https://www.properati.com.pe/detalle/14032-32-37fb-2011a501c6ba-a343c185-8bca-4051
Apartamento en alquiler en Hu. Colegio Particular Santa Maria Etapa Ii,"Hu. Colegio Particular Santa Maria Etapa Ii, Santiago de Surco, Lima, Lima ","USD2,200",4 dormitorios,4 baños,300 m²,2015,S/.170,Apartamento,Alquiler,10 mar. 2023 - Publicado por IMMOBILIARE,https://www.properati.com.pe/detalle/14032-32-8ae6-ff1736b8c0f3-c79a2ede-9f60-4293
Apartamento en alquiler en Ur. Limatambo,"Ur. Limatambo, Surquillo, Lima, Lima ","S/.2,000",2 dormitorios,2 baños,76 m²,,S/.300,Apartamento,Alquiler,22 mar. 2023 - Publicado por REMAX FUTURA,https://www.properati.com.pe/detalle/14032-32-1947-16e67d3ff413-c822b56c-9d34-4277
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ","USD1,190",3 dormitorios,3 baños,160 m²,1993,S/.689,Apartamento,Alquiler,20 feb. 2023 - Publicado por RE/MAX Principal pe,https://www.properati.com.pe/detalle/14032-32-ad35-c14abebf1009-bce9e8b1-817e-4937
Apartamento en alquiler en Ur. Lola Ferreyros,"Ur. Lola Ferreyros, San Martín de Porres, Lima, Lima ","S/.1,550",3 dormitorios,2 baños,93 m²,2020,,Apartamento,Alquiler,22 mar. 2023 - Publicado por REMAX UNITED,https://www.properati.com.pe/detalle/14032-32-4e7d-c4eac7d31a1c-4ec02748-b297-4889
Apartamento en alquiler en Ur. Bella Luz,"Ur. Bella Luz, Santiago de Surco, Lima, Lima ","USD2,500",4 dormitorios,4 baños,217 m²,,,Apartamento,Alquiler,28 feb. 2023 - Publicado por Century 21 Premium,https://www.properati.com.pe/detalle/14032-32-b686-1d733af590b6-b7242cb8-a246-3de4
Casa en alquiler en Pj. J. Carlos Mariategui,"Pj. J. Carlos Mariategui, Chiclayo, Chiclayo, Lambayeque ","S/.3,000",3 dormitorios,4 baños,127 m²,,,Casa,Alquiler,7 feb. 2023 - Publicado por Chiclayo Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-6cc2-526a43ce1c03-7a75f02c-96e1-4f09
Casa en alquiler en Yanahuara,"Yanahuara, Arequipa, Arequipa ","USD1,700",4 dormitorios,3 baños,220 m²,2010,,Casa,Alquiler,22 mar. 2023 - Publicado por Sandra Carbajal,https://www.properati.com.pe/detalle/14032-32-c8e3-efec18b32a5a-784be0f0-b171-120d
Apartamento en alquiler en Cayma,"Cayma, Arequipa, Arequipa ","USD1,200",3 dormitorios,3 baños,110 m²,2010,,Apartamento,Alquiler,22 mar. 2023 - Publicado por Sandra Carbajal,https://www.properati.com.pe/detalle/14032-32-c8e0-5fe03513bed1-3c6ce50-bec2-120d
Apartamento en alquiler en Urb Confraternidad,"Urb Confraternidad, Provincia de Lima, Provincia de Lima ",USD650,1 dormitorio,1 baño,55 m²,2018,S/.405,Apartamento,Alquiler,18 jul. 2022 - Publicado por joresco real estate,https://www.properati.com.pe/detalle/14032-32-6fc0-5b8a400549a1-541e04c-8adf-49cf
Apartamento en alquiler en Country Club,"Country Club, Urb San Felipe, Provincia de Lima, Provincia de Lima ",USD780,2 dormitorios,2 baños,1 Medio baño,1975,,Apartamento,Alquiler,29 ago. 2022 - Publicado por Jose Antonio Mejia Ludowieg,https://www.properati.com.pe/detalle/14032-32-5ff-5e95553cbfd9-4cff7b8d-ac23-332a
Apartamento en alquiler en Ur. Prolima Iii Etapa,"Ur. Prolima Iii Etapa, Los Olivos, Lima, Lima ","S/.1,400",2 dormitorios,2 baños,110 m²,2022,,Apartamento,Alquiler,28 nov. 2022 - Publicado por SERVICIOS INMOBILIARIOS,https://www.properati.com.pe/detalle/14032-32-35b7-4886105e712a-1cfed8ac-a829-41a2
Apartamento en alquiler en Hu. Feria Internacional Del Pacifico,"Hu. Feria Internacional Del Pacifico, San Miguel, Lima, Lima ","S/.1,400",2 dormitorios,2 baños,70 m²,2016,S/.150,Apartamento,Alquiler,22 mar. 2023 - Publicado por Real Home Peru ,https://www.properati.com.pe/detalle/14032-32-a18d-4cc1a04641b6-4324b713-a8c5-4472
Casa en alquiler en Yanahuara,"Yanahuara, Arequipa, Arequipa ","S/.5,000",3 dormitorios,3 baños,,,,Casa,Alquiler,22 mar. 2023 - Publicado por Sandra Carbajal,https://www.properati.com.pe/detalle/14032-32-c8dc-b37249fbba37-9598a870-ae6e-120d
Apartamento en alquiler en Pj. San Francisco De La Tablada De Lurin Sector Segundo,"Pj. San Francisco De La Tablada De Lurin Sector Segundo, Villa María del Triunfo, Lima, Lima ","S/.1,000",3 dormitorios,2 baños,90 m²,2018,S/.1,Apartamento,Alquiler,12 nov. 2022 - Publicado por RE/MAX Expo,https://www.properati.com.pe/detalle/14032-32-4222-136e97c46e90-6b0f9f4-b6bb-4bf4
Apartamento en alquiler en Chiclayo,"Chiclayo, Lambayeque ","S/.1,600",2 dormitorios,1 baño,,100 m²,,Apartamento,Alquiler,24 mar. 2022 - Publicado por Lula Botey Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-6d47-8108804bcd5f-7e8d8339-89e8-3e75
Habitación en alquiler en Ur. San Borja,"Ur. San Borja, San Borja, Lima, Lima ","USD1,100",1 dormitorio,1 baño,25 m²,25 m²,,Habitación,Alquiler,14 mar. 2023 - Publicado por SOCIOS INMOBILIARIOS,https://www.properati.com.pe/detalle/14032-32-ef68-59a97aefd80e-91c89fe5-b275-425d
Habitación en alquiler en Ur. San Borja,"Ur. San Borja, San Borja, Lima, Lima ","S/.1,200",1 dormitorio,1 baño,25 m²,25 m²,S/.100,Habitación,Alquiler,14 mar. 2023 - Publicado por SOCIOS INMOBILIARIOS,https://www.properati.com.pe/detalle/14032-32-9cf1-f9d90bd80781-fdf3a3e2-910e-45d8
Apartamento en alquiler en Ur. San Luis,"Ur. San Luis, Miraflores, Lima, Lima ","USD2,200",3 dormitorios,3 baños,332 m²,,"S/.1,080",Apartamento,Alquiler,17 nov. 2022 - Publicado por Isotta Lima Space,https://www.properati.com.pe/detalle/14032-32-e352-2649a2997a4e-400d0dbf-9904-45be
Apartamento en alquiler en Ur. Las Torres De San Miguelito Etapa I,"Ur. Las Torres De San Miguelito Etapa I, San Miguel, Lima, Lima ","S/.1,800",2 dormitorios,2 baños,69 m²,2018,S/.250,Apartamento,Alquiler,20 feb. 2023 - Publicado por RE/MAX Expo,https://www.properati.com.pe/detalle/14032-32-6c0c-d50e16df8e41-b32ecdbc-bcb1-4f05
Apartamento en alquiler en Ur. Aurora,"Ur. Aurora, Miraflores, Lima, Lima ","USD1,500",3 dormitorios,3 baños,155 m²,,S/.650,Apartamento,Alquiler,20 feb. 2023 - Publicado por Bienes Raices Marisol,https://www.properati.com.pe/detalle/14032-32-47ab-be979c042ae-2112430e-8f5b-452a
Casa en alquiler en Ah. Jose Galvez,"Ah. Jose Galvez, Villa María del Triunfo, Lima, Lima ",USD950,5 dormitorios,4 baños,,120 m²,,Casa,Alquiler,17 feb. 2023 - Publicado por  Carmen Rosa  Zuniga  Perez  ,https://www.properati.com.pe/detalle/14032-32-f843-e476d3ee1936-71af1dd9-b8ae-3c3c
Apartamento en alquiler en Ur. America,"Ur. America, Miraflores, Lima, Lima ",USD650,2 dormitorios,2 baños,80 m²,2000,S/.345,Apartamento,Alquiler,6 feb. 2023 - Publicado por Boris Bobbio Stihl,https://www.properati.com.pe/detalle/14032-32-834-d2a3e04fd20d-fb042606-a795-4391
Apartamento en alquiler en Ur. America,"Ur. America, Miraflores, Lima, Lima ","S/.2,400",2 dormitorios,2 baños,90 m²,2010,S/.300,Apartamento,Alquiler,18 mar. 2023 - Publicado por JM HOME INMOBILIARIA,https://www.properati.com.pe/detalle/14032-32-898a-625071f7fab9-17479999-a1bc-4a73
Apartamento en alquiler en Ur. San Roque Fap,"Ur. San Roque Fap, Santiago de Surco, Lima, Lima ","S/.1,900",1 dormitorio,1 baño,56 m²,,,Apartamento,Alquiler,20 mar. 2023 - Publicado por RE/MAX POWER EXPO,https://www.properati.com.pe/detalle/14032-32-de06-5a79d1a3deac-3d3e94f5-a10e-4a7c
Casa en alquiler en Manantay,"Manantay, Coronel Portillo, Ucayali ",S/.400,2 dormitorios,1 baño,,,,Casa,Alquiler,16 feb. 2023 - Publicado por Area Corporativa SAC,https://www.properati.com.pe/detalle/14032-32-cbc9-bfc01870f5db-c74689f0-80f6-372a
Apartamento en alquiler en Tacna,"Tacna, Tacna ","S/.1,350",2 dormitorios,1 baño,65 m²,65 m²,,Apartamento,Alquiler,21 oct. 2022 - Publicado por Azienda,https://www.properati.com.pe/detalle/14032-32-ba51-da7b6edc56cb-99b52441-bd64-3f12
Apartamento en alquiler en Ur. San Felipe,"Ur. San Felipe, Magdalena del Mar, Lima, Lima ","USD1,000",3 dormitorios,2 baños,111 m²,2007,S/.350,Apartamento,Alquiler,22 feb. 2023 - Publicado por REMAX SUNSET,https://www.properati.com.pe/detalle/14032-32-5933-1da5603a7652-81f553db-983b-4690
Apartamento en alquiler en Valle Hermoso Oeste,"Valle Hermoso Oeste, Provincia de Lima, Provincia de Lima ","USD2,550",5 dormitorios,7 baños,393 m²,2010,S/.780,Apartamento,Alquiler,8 abr. 2022 - Publicado por Roxana Elvira Lazarte Alatrista,https://www.properati.com.pe/detalle/14032-32-a9dd-9558745f9757-4c2100b6-a0ee-4032
Apartamento en alquiler en Re. San Felipe,"Re. San Felipe, San Isidro, Lima, Lima ","USD1,200",3 dormitorios,2 baños,156 m²,,S/.550,Apartamento,Alquiler,20 mar. 2023 - Publicado por SOCIOS INMOBILIARIOS,https://www.properati.com.pe/detalle/14032-32-e30a-391f8a0d1bb9-c6e8a62-bcc0-4ae7
Apartamento en alquiler en Provincia de Lima,"Provincia de Lima, Gobierno Regional de Lima ","S/.2,100",3 dormitorios,2 baños,70 m²,,S/.215,Apartamento,Alquiler,20 may. 2021 - Publicado por Fiorella Saldarriaga,https://www.properati.com.pe/detalle/14032-32-9361-2ed9e35ff85a-9d759203-9949-4e3b
Apartamento en alquiler en Ur. Cerros De Camacho,"Ur. Cerros De Camacho, Santiago de Surco, Lima, Lima ","USD4,500",4 dormitorios,5 baños,1 Medio baño,405 m²,,Apartamento,Alquiler,23 feb. 2023 - Publicado por Lorena Grande Valle Riestra,https://www.properati.com.pe/detalle/14032-32-7037-192669365f93-bea488ba-9763-387d
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","USD1,150",3 dormitorios,3 baños,155 m²,1981,,Apartamento,Alquiler,16 mar. 2023 - Publicado por RE/MAX PERÚ,https://www.properati.com.pe/detalle/14032-32-4c84-9f22cc0ee3ec-60c0c686-9b5e-4931
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",USD75,1 dormitorio,1 baño,50 m²,,,Apartamento,Alquiler,1 oct. 2021 - Publicado por Fiorella Saldarriaga,https://www.properati.com.pe/detalle/14032-32-448b-7aaf84024e31-13b91dc6-9b53-4ce6
Apartamento en alquiler en Santiago De Surco,"Santiago De Surco, Lima, Lima ","S/.3,850",3 dormitorios,3 baños,114 m²,2018,,Apartamento,Alquiler,16 mar. 2023 - Publicado por RE/MAX Talento,https://www.properati.com.pe/detalle/14032-32-15a2-fcfa52fa4a21-a2d8fef-a5a1-4e8f
Apartamento en alquiler en Ur. America,"Ur. America, Miraflores, Lima, Lima ","USD1,100",2 dormitorios,2 baños,100 m²,,S/.575,Apartamento,Alquiler,27 feb. 2023 - Publicado por Isotta Lima Space,https://www.properati.com.pe/detalle/14032-32-ffea-74720b4f32c8-935120a3-875a-4276
Apartamento en alquiler en Ur. Santa Luzmila I Etapa,"Ur. Santa Luzmila I Etapa, Comas, Lima, Lima ","S/.1,400",3 dormitorios,2 baños,86 m²,2023,,Apartamento,Alquiler,31 ene. 2023 - Publicado por RE/MAX PRO,https://www.properati.com.pe/detalle/14032-32-cafa-960cb1ad0b40-a1f68c56-8fdb-45c9
Casa en alquiler en Retamas,"Retamas, Yanahuara, Arequipa, Arequipa ","S/.5,000",4 dormitorios,4 baños,330 m²,2010,S/.170,Casa,Alquiler,20 mar. 2023 - Publicado por Sandra Carbajal,https://www.properati.com.pe/detalle/14032-32-c754-87aa140c53d3-1b0a9ac0-9db6-120d
Apartamento en alquiler en Ur. Confraternidad,"Ur. Confraternidad, Barranco, Lima, Lima ","USD3,000",4 dormitorios,3 baños,280 m²,2016,S/.900,Apartamento,Alquiler,10 mar. 2023 - Publicado por Proyectum  Perú,https://www.properati.com.pe/detalle/14032-32-e2d2-6f44fa7e639-e220733d-834e-4cf2
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",USD850,3 dormitorios,2 baños,95 m²,,,Apartamento,Alquiler,28 feb. 2023 - Publicado por Century 21 Excellence.,https://www.properati.com.pe/detalle/14032-32-c88b-298d82c12174-2170e573-9357-3537
Apartamento en alquiler en Ur. Los Pinares,"Ur. Los Pinares, Los Olivos, Lima, Lima ","S/.1,250",2 dormitorios,2 baños,76 m²,,S/.100,Apartamento,Alquiler,15 feb. 2023 - Publicado por RE/MAX Expo,https://www.properati.com.pe/detalle/14032-32-63bc-e19d3b31ca01-b1fef632-a90a-484f
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ","USD2,100",3 dormitorios,4 baños,267 m²,2014,S/.500,Apartamento,Alquiler,3 mar. 2023 - Publicado por RE/MAX Talento,https://www.properati.com.pe/detalle/14032-32-9a42-905bda75d781-8eebda60-910e-4f85
Apartamento en alquiler en Ur. Confraternidad,"Ur. Confraternidad, Barranco, Lima, Lima ","S/.2,500",1 dormitorio,1 baño,44 m²,2021,S/.170,Apartamento,Alquiler,8 mar. 2023 - Publicado por Marisol Bohórquez Soto,https://www.properati.com.pe/detalle/14032-32-af7f-cfcf4e2c8eea-b838e8b8-9e90-4b25
Apartamento en alquiler en As. Los Rosales,"As. Los Rosales, La Molina, Lima, Lima ","S/.1,450",1 dormitorio,2 baños,60 m²,,S/.120,Apartamento,Alquiler,18 mar. 2023 - Publicado por Tatiana Peralta,https://www.properati.com.pe/detalle/14032-32-f1e1-72401692d627-3f033eec-bec6-48fb
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",USD900,3 dormitorios,2 baños,120 m²,2012,S/.640,Apartamento,Alquiler,1 feb. 2023 - Publicado por RE/MAX Expo,https://www.properati.com.pe/detalle/14032-32-ec6-bf4cd79612cc-3dbb1fe6-8563-429c
Apartamento en alquiler en Ur. El Carmen,"Ur. El Carmen, Pueblo Libre, Lima, Lima ",S/.700,1 dormitorio,1 baño,16 m²,2010,S/.45,Apartamento,Alquiler,12 mar. 2023 - Publicado por Encontré tu Hogar,https://www.properati.com.pe/detalle/14032-32-c13d-b5c9bedb7fa5-c5d0ef30-9e9b-120d
Casa en alquiler en Manantay,"Manantay, Coronel Portillo, Ucayali ",S/.400,1 dormitorio,1 baño,,,,Casa,Alquiler,8 feb. 2023 - Publicado por Area Corporativa SAC,https://www.properati.com.pe/detalle/14032-32-ee4f-b5c6955eebe5-bad75cec-b7af-3b3f
Apartamento en alquiler en Arequipa,"Arequipa, Arequipa, Arequipa ","S/.2,000",3 dormitorios,3 baños,126 m²,2023,,Apartamento,Alquiler,28 ago. 2021 - Publicado por Deglane Melgar Jorge Luis,https://www.properati.com.pe/detalle/14032-32-e2d3-ed7bb6e6ad6e-e9669510-9f97-4704
Apartamento en alquiler en Ur. San Antonio,"Ur. San Antonio, Miraflores, Lima, Lima ",USD850,3 dormitorios,3 baños,86 m²,2011,S/.300,Apartamento,Alquiler,27 feb. 2023 - Publicado por REMAX FULL INMOBILIARIA,https://www.properati.com.pe/detalle/14032-32-918d-6282388ac92f-956d1871-96e0-4e4e
Casa en alquiler en Manantay,"Manantay, Coronel Portillo, Ucayali ",S/.400,2 dormitorios,1 baño,,,,Casa,Alquiler,8 feb. 2023 - Publicado por Area Corporativa SAC,https://www.properati.com.pe/detalle/14032-32-2bb4-d2697f7d358-93fb72b5-8131-38f3
Apartamento en alquiler en Ur. San Antonio,"Ur. San Antonio, Miraflores, Lima, Lima ","USD1,350",3 dormitorios,3 baños,1 Medio baño,132 m²,,Apartamento,Alquiler,24 feb. 2023 - Publicado por  Teresa Beatriz Garcia Naranjo  Cornejo ,https://www.properati.com.pe/detalle/14032-32-87fe-208abbebb7e7-1cfd8b73-a6e1-3ed9
Casa en alquiler en Ur. El Sol De La Molina Etapa Iii,"Ur. El Sol De La Molina Etapa Iii, La Molina, Lima, Lima ","USD2,500",4 dormitorios,4 baños,258 m²,2001,,Casa,Alquiler,14 ene. 2023 - Publicado por Ventas Primeras Bienes Raices,https://www.properati.com.pe/detalle/14032-32-f90a-32d7c1aec14-4a0d4104-ac66-46b4
Apartamento en alquiler en Urb Cercado de Miraflores,"Urb Cercado de Miraflores, Provincia de Lima, Provincia de Lima ","USD1,800",3 dormitorios,5 baños,242 m²,,,Apartamento,Alquiler,2 oct. 2022 - Publicado por FLOR  D,https://www.properati.com.pe/detalle/14032-32-b465-a16ce3440e8c-e619f7ba-894e-46e5
Apartamento en alquiler en Ur. La Viñita,"Ur. La Viñita, Barranco, Lima, Lima ","USD1,000",3 dormitorios,2 baños,72 m²,2022,S/.50,Apartamento,Alquiler,11 mar. 2023 - Publicado por GABRIEL PAREJA Agente Inmobiliario,https://www.properati.com.pe/detalle/14032-32-c085-3bebdd2ffe8f-65afbfe0-a99f-120d
Apartamento en alquiler en Ur. Paraiso El Dorado Iii Etapa,"Ur. Paraiso El Dorado Iii Etapa, San Martín de Porres, Lima, Lima ",S/.835,3 dormitorios,1 baño,66 m²,2015,S/.130,Apartamento,Alquiler,16 feb. 2023 - Publicado por RAIZ INMOBILIARIA & MARKETING S.A.C.,https://www.properati.com.pe/detalle/14032-32-60f7-d9ff4712a1b5-c862bd6d-995a-4b7f
Apartamento en alquiler en Ur. Leuro,"Ur. Leuro, Miraflores, Lima, Lima ",USD700,2 dormitorios,2 baños,80 m²,2004,,Apartamento,Alquiler,18 mar. 2023 - Publicado por JM HOME INMOBILIARIA,https://www.properati.com.pe/detalle/14032-32-928b-fb03e0d84cad-321c029e-a903-4a1c
Apartamento en alquiler en Ur. Oyague,"Ur. Oyague, Magdalena del Mar, Lima, Lima ",USD473,1 dormitorio,1 baño,48 m²,,,Apartamento,Alquiler,9 mar. 2023 - Publicado por Century 21 Premium,https://www.properati.com.pe/detalle/14032-32-934b-affdf5000f6e-9fce44ac-b91d-3643
Apartamento en alquiler en Ur. Country Club,"Ur. Country Club, San Isidro, Lima, Lima ","USD1,800",3 dormitorios,2 baños,240 m²,1990,,Apartamento,Alquiler,16 mar. 2023 - Publicado por Lucy Mier y Teran,https://www.properati.com.pe/detalle/14032-32-2fcc-dc5d12726f0d-9e75a2bb-8510-4194
Casa de playa en alquiler en Playa San Bartolo,"Playa San Bartolo, Provincia de Lima, Provincia de Lima ","USD2,000",3 dormitorios,3 baños,1 Medio baño,2019,S/.300,Casa de playa,Alquiler,12 oct. 2022 - Publicado por INMOBILIARIA CRI  PROPIEDADES ,https://www.properati.com.pe/detalle/14032-32-8187-b05fad163a90-51d3e59c-a60a-454a
Apartamento en alquiler en Ur. Chacarilla Santa Cruz,"Ur. Chacarilla Santa Cruz, San Isidro, Lima, Lima ","S/.2,700",2 dormitorios,2 baños,62 m²,,S/.300,Apartamento,Alquiler,16 mar. 2023 - Publicado por ALI HOUSE-PROFESIONALES INMOBILIARIOS,https://www.properati.com.pe/detalle/14032-32-620c-70897b43168-ac72eeeb-acfd-491d
Apartamento en alquiler en Rio Seco,"Rio Seco, Cerro Colorado, Arequipa, Arequipa ","S/.2,000",3 dormitorios,2 baños,110 m²,2020,,Apartamento,Alquiler,14 mar. 2023 - Publicado por Sandra Carbajal,https://www.properati.com.pe/detalle/14032-32-ff02-920cfaabb846-6a0fdb92-b5f0-4f34
Apartamento en alquiler en Cayma,"Cayma, Arequipa, Arequipa ",USD850,3 dormitorios,2 baños,90 m²,2021,,Apartamento,Alquiler,28 dic. 2022 - Publicado por Sandra Carbajal,https://www.properati.com.pe/detalle/14032-32-871e-b98d691e7a69-6bd80df0-b90d-120d
Casa en alquiler en Ur. Orrantia Del Mar Zona Iv,"Ur. Orrantia Del Mar Zona Iv, San Isidro, Lima, Lima ","USD2,000",3 dormitorios,5 baños,313 m²,,,Casa,Alquiler,2 dic. 2022 - Publicado por Madeleine Beltran,https://www.properati.com.pe/detalle/14032-32-d9d9-d1070f73140b-2d956fb8-9fb5-4258
Apartamento en alquiler en San Isidro,"San Isidro, Lima, Lima ","USD1,350",3 dormitorios,3 baños,214 m²,2020,S/.450,Apartamento,Alquiler,9 dic. 2022 - Publicado por Gestiones Exitosas,https://www.properati.com.pe/detalle/14032-32-685f-6855933d8878-8d3added-89ba-485d
Casa en alquiler en Surco,"Surco, Santiago De Surco, Lima, Lima ","USD1,800",4 dormitorios,3 baños,260 m²,1990,S/.700,Casa,Alquiler,24 ene. 2023 - Publicado por Romero Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-9c49-27fdfbcb8fc8-354b4190-a590-120d
Apartamento en alquiler en Bellavista,"Bellavista, Callao, Callao ","S/.1,400",2 dormitorios,1 baño,70 m²,2010,S/.50,Apartamento,Alquiler,10 mar. 2023 - Publicado por Matayoshi Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-39e8-d609091d9905-78d70d4c-941d-411a
Apartamento en alquiler en Callao,"Callao, Callao, Callao ","S/.1,100",3 dormitorios,1 baño,75 m²,,,Apartamento,Alquiler,9 mar. 2023 - Publicado por RE/MAX Principal pe,https://www.properati.com.pe/detalle/14032-32-5f87-e1ed5bd16c6d-3d680e1b-8b26-4140
Apartamento en alquiler en Ur. Santa Justina,"Ur. Santa Justina, Santiago de Surco, Lima, Lima ","USD1,400",3 dormitorios,4 baños,190 m²,2014,S/.600,Apartamento,Alquiler,9 mar. 2023 - Publicado por DOMUS REAL ESTATE ,https://www.properati.com.pe/detalle/14032-32-eaa7-6634980f601c-85e362d0-bf6b-474f
Apartamento en alquiler en Ur. Armendariz,"Ur. Armendariz, Miraflores, Lima, Lima ","USD1,100",2 dormitorios,3 baños,104 m²,2020,S/.520,Apartamento,Alquiler,17 mar. 2023 - Publicado por SOCIOS INMOBILIARIOS,https://www.properati.com.pe/detalle/14032-32-f3ac-3575f15566be-e9e0e613-9c39-42b6
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",S/.999,1 dormitorio,1 baño,20 m²,2000,S/.55,Apartamento,Alquiler,3 ene. 2023 - Publicado por Grupo Lehmans INMOBILIARIA,https://www.properati.com.pe/detalle/14032-32-857b-6f145cf6b42c-b6f5249-992f-46e1
Apartamento en alquiler en Sector 3,"Sector 3, Provincia de Lima, Provincia de Lima ","USD1,350",3 dormitorios,2 baños,214 m²,2001,S/.450,Apartamento,Alquiler,11 abr. 2022 - Publicado por JOSE MIGUEL REQUENA MARCELO,https://www.properati.com.pe/detalle/14032-32-9d53-7a478bf65677-da102e85-997b-4b96
Apartamento en alquiler en Ur. Santa Laura,"Ur. Santa Laura, Chorrillos, Lima, Lima ","S/.1,600",1 dormitorio,1 baño,37 m²,2015,S/.150,Apartamento,Alquiler,16 mar. 2023 - Publicado por MARY E. DELGADO ABANTO,https://www.properati.com.pe/detalle/14032-32-f587-a85c770d87db-d7e3eb0d-93f3-46ab
