title,location,price,bedroom,bathroom,area,year_contruction,maintenance,housing_type,operation_type,date_pub,url
Apartamento en alquiler en Bellavista,"Bellavista, Callao, Callao ","S/.1,600",3 dormitorios,2 baños,67 m²,2023,S/.130,Apartamento,Alquiler,23 mar. 2023 - Publicado por RE/MAX Today,https://www.properati.com.pe/detalle/14032-32-e3ff-4f3da0620725-770adc6b-b9e7-4e00
Casa en alquiler en Ah. Los Perales,"Ah. Los Perales, Santa Anita, Lima, Lima ","S/.3,500",5 dormitorios,3 baños,122 m²,2000,,Casa,Alquiler,14 feb. 2023 - Publicado por Remax Inmuebles,https://www.properati.com.pe/detalle/14032-32-9dc1-9277ce03e2f7-357138d8-af3d-4084
Casa de playa en alquiler en Lurin,"Lurin, Lima, Lima ",USD850,5 dormitorios,4 baños,200 m²,2013,,Casa de playa,Alquiler,22 feb. 2023 - Publicado por Remax Concept,https://www.properati.com.pe/detalle/14032-32-fad6-1b3e1bbd6de6-6ecb41a1-b67d-43bd
Apartamento en alquiler en Pj. Tomasa Tito Condemayta,"Pj. Tomasa Tito Condemayta, Miraflores, Arequipa, Arequipa ","S/.3,200",2 dormitorios,2 baños,135 m²,2022,S/.400,Apartamento,Alquiler,"Hace 1 semana, 6 días - Publicado por Maju García",https://www.properati.com.pe/detalle/14032-32-d450-675226aa0892-2b3166f0-a35d-120d
Apartamento en alquiler en San Isidro,"San Isidro, Lima, Lima ","USD1,240",2 dormitorios,3 baños,151 m²,2022,,Apartamento,Alquiler,3 ene. 2023 - Publicado por RE/MAX PERÚ,https://www.properati.com.pe/detalle/14032-32-14e9-cafb0bf6f567-95e32e30-b236-4ca6
Apartamento en alquiler en Santa Cruz,"Santa Cruz, Urb Santa Cruz, Provincia de Lima, Provincia de Lima ","USD1,350",2 dormitorios,2 baños,115 m²,,S/.620,Apartamento,Alquiler,26 ago. 2021 - Publicado por Isotta Lima Space,https://www.properati.com.pe/detalle/14032-32-23a8-8a7646cd4d2a-a804ec2c-a774-4dba
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","USD2,600",3 dormitorios,2 baños,250 m²,2006,S/.915,Apartamento,Alquiler,24 feb. 2023 - Publicado por Verónica Arosemena,https://www.properati.com.pe/detalle/14032-32-aa31-a4c4f016ec7d-97ceb562-863a-48b1
Apartamento en alquiler en La Victoria,"La Victoria, Lima, Lima ","S/.2,300",2 dormitorios,1 baño,65 m²,,S/.200,Apartamento,Alquiler,"Hace 1 semana, 1 día - Publicado por Infinito Novantanove E.I.R.L",https://www.properati.com.pe/detalle/14032-32-5916-d8c55f663eae-17eabd7e-81f7-4bf6
Apartamento en alquiler en Miraflores,"Miraflores, Miraflores, Arequipa, Arequipa ","USD1,000",1 dormitorio,1 baño,62 m²,,,Apartamento,Alquiler,"Hace 1 semana, 1 día - Publicado por MARÍA ELENA BECERRA TIRADO",https://www.properati.com.pe/detalle/14032-32-6316-2cd24a1f1f6f-223f1ab-88df-4da6
Apartamento en alquiler en Victor Larco Herrera,"Victor Larco Herrera, Trujillo, Libertad ","S/.2,800",3 dormitorios,3 baños,152 m²,2005,S/.120,Apartamento,Alquiler,7 oct. 2022 - Publicado por JOSE CARDENAS BIENES RAICES,https://www.properati.com.pe/detalle/14032-32-82ce-43ee2fab8b9d-6347cd4a-92dc-4356
Apartamento en alquiler en Ur. San Antonio,"Ur. San Antonio, Miraflores, Lima, Lima ",USD600,1 dormitorio,1 baño,72 m²,2008,S/.180,Apartamento,Alquiler,24 mar. 2023 - Publicado por Maria Elena Bedoya,https://www.properati.com.pe/detalle/14032-32-2ff-af96e6125dc7-acbb3d09-95d9-419d
Apartamento en alquiler en Sector Sur,"Sector Sur, Víctor Larco Herrera, Trujillo, La Libertad ","S/.1,000",2 dormitorios,1 baño,55 m²,2022,,Apartamento,Alquiler,12 set. 2022 - Publicado por V&R,https://www.properati.com.pe/detalle/14032-32-5033-c91bd1f3e314-3dfd6b68-9ab6-389d
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ",USD900,1 dormitorio,1 baño,90 m²,2013,S/.500,Apartamento,Alquiler,23 mar. 2023 - Publicado por Verónica Arosemena,https://www.properati.com.pe/detalle/14032-32-2d6b-e4496cf1cfb0-fa8e6a23-b436-4c70
Apartamento en alquiler en Ur. San Isidro,"Ur. San Isidro, San Isidro, Lima, Lima ","S/.2,700",2 dormitorios,2 baños,62 m²,2023,S/.250,Apartamento,Alquiler,"Hace 2 semanas, 1 día - Publicado por Dominio Inmobiliaria",https://www.properati.com.pe/detalle/14032-32-ef00-eb2bc763034e-f11679a9-abab-4248
Apartamento en alquiler en Ur. San Isidro,"Ur. San Isidro, San Isidro, Lima, Lima ",USD600,1 dormitorio,1 baño,50 m²,2023,S/.200,Apartamento,Alquiler,"Hace 1 semana, 2 días - Publicado por INMOBILIARIA INTERNACIONAL DEL PERU",https://www.properati.com.pe/detalle/14032-32-5c1c-8e19b1cba6be-f1049f36-84db-420b
Casa de playa en alquiler en Paracas,"Paracas, Pisco, Ica ",USD100,4 dormitorios,4 baños,140 m²,2010,S/.1,Casa de playa,Alquiler,19 mar. 2023 - Publicado por Inmuebles Sonia Echeandia,https://www.properati.com.pe/detalle/14032-32-9550-d9ffccce3566-40539131-9944-427a
Apartamento en alquiler en As. Los Rosales,"As. Los Rosales, La Molina, Lima, Lima ","S/.2,000",3 dormitorios,1 baño,78 m²,2003,S/.120,Apartamento,Alquiler,17 mar. 2023 - Publicado por Vania Rodríguez Bustamante,https://www.properati.com.pe/detalle/14032-32-b2dc-5d463da1e347-bd44e712-a320-420e
Apartamento en alquiler en Ur. Las Gardenias,"Ur. Las Gardenias, Santiago de Surco, Lima, Lima ","S/.1,650",1 dormitorio,1 baño,40 m²,2022,S/.1,Apartamento,Alquiler,"Hace 1 semana, 4 días - Publicado por NNK PERU SAC",https://www.properati.com.pe/detalle/14032-32-d5c4-7d4880c48aa7-86651e20-854b-120d
Apartamento en alquiler en Ur. America,"Ur. America, Miraflores, Lima, Lima ","S/.2,900",2 dormitorios,3 baños,93 m²,2028,S/.550,Apartamento,Alquiler,Hace 3 semanas - Publicado por PREMIUM B R,https://www.properati.com.pe/detalle/14032-32-d329-d2bbf9c8f8a1-8f28ff42-b27a-458b
Apartamento en alquiler en Ur. America,"Ur. America, Miraflores, Lima, Lima ",USD700,2 dormitorios,2 baños,82 m²,2010,S/.400,Apartamento,Alquiler,22 mar. 2023 - Publicado por Proyectum  Perú,https://www.properati.com.pe/detalle/14032-32-4e83-9c6105d70f23-c445dd71-8442-4449
Apartamento en alquiler en Ur. Maranga Etapa V,"Ur. Maranga Etapa V, San Miguel, Lima, Lima ","S/.2,500",3 dormitorios,2 baños,76 m²,2022,S/.250,Apartamento,Alquiler,"Hace 1 semana, 6 días - Publicado por JESSICA NORIEGA DIAZ",https://www.properati.com.pe/detalle/14032-32-4d9c-1a33d8ba03e6-c27e9f19-831b-42d7
Apartamento en alquiler en Ur. Santa Ines,"Ur. Santa Ines, San Isidro, Lima, Lima ","USD3,000",3 dormitorios,3 baños,330 m²,1998,"S/.1,400",Apartamento,Alquiler,"Hace 1 semana, 2 días - Publicado por Midori Kishimoto",https://www.properati.com.pe/detalle/14032-32-6b9e-6d907aca1971-dde10f21-a2d4-4ab5
Apartamento en alquiler en Urb Cercado de Miraflores,"Urb Cercado de Miraflores, Provincia de Lima, Provincia de Lima ","USD1,200",4 dormitorios,3 baños,200 m²,,S/.600,Apartamento,Alquiler,18 ago. 2022 - Publicado por Fiorella Saldarriaga,https://www.properati.com.pe/detalle/14032-32-3659-cdabd5a73b16-aa1645e4-b6be-42d4
Apartamento en alquiler en Ur. San Borja,"Ur. San Borja, San Borja, Lima, Lima ","USD2,500",4 dormitorios,4 baños,260 m²,2015,S/.600,Apartamento,Alquiler,"Hace 1 semana, 2 días - Publicado por Midori Kishimoto",https://www.properati.com.pe/detalle/14032-32-d913-94ae49df9d8a-30b10197-8a9b-498f
Apartamento en alquiler en Ur. Country Club,"Ur. Country Club, San Isidro, Lima, Lima ","USD2,600",3 dormitorios,3 baños,202 m²,2018,S/.650,Apartamento,Alquiler,"Hace 1 semana, 2 días - Publicado por Midori Kishimoto",https://www.properati.com.pe/detalle/14032-32-5fba-1ed6e7cb31f5-4c9a32a1-9c51-4215
Apartamento en alquiler en Ur. Javier Prado (Cahuache),"Ur. Javier Prado (Cahuache), San Borja, Lima, Lima ","S/.2,700",2 dormitorios,2 baños,170 m²,2008,,Apartamento,Alquiler,9 mar. 2023 - Publicado por INMOBILIARIA IMMONEO,https://www.properati.com.pe/detalle/14032-32-75b-7adb20ef03e9-137e3cd3-8ad9-46a0
Apartamento en alquiler en Ur. Pedregal De Higuereta(San Atanacio De Pedregal),"Ur. Pedregal De Higuereta(San Atanacio De Pedregal), Surquillo, Lima, Lima ","S/.2,600",2 dormitorios,2 baños,72 m²,2005,S/.100,Apartamento,Alquiler,"Hace 3 semanas, 1 hora - Publicado por Midori Kishimoto",https://www.properati.com.pe/detalle/14032-32-c2ac-e0970ba1a14-259df03a-bea4-4bf6
Casa en alquiler en San Bartolo,"San Bartolo, Lima, Lima ","S/.2,000",3 dormitorios,3 baños,512 m²,2020,S/.200,Casa,Alquiler,"Hace 1 semana, 4 días - Publicado por Viva en el Campo",https://www.properati.com.pe/detalle/14032-32-346a-49a2c279b599-1278fedf-a6b5-4147
Apartamento en alquiler en Ur. Country Club,"Ur. Country Club, San Isidro, Lima, Lima ","USD1,300",1 dormitorio,2 baños,104 m²,2018,S/.350,Apartamento,Alquiler,"Hace 1 semana, 2 días - Publicado por Midori Kishimoto",https://www.properati.com.pe/detalle/14032-32-5a3c-28ce484939ca-5053660d-a709-4fce
Local Comercial en alquiler en Callería,"Callería, Coronel Portillo, Ucayali ","S/.3,800",2 dormitorios,1 baño,140 m²,2000,,Local Comercial,Alquiler,8 feb. 2023 - Publicado por HIIA EIRL,https://www.properati.com.pe/detalle/14032-32-c704-4bcac38d5e8d-a6c62dd3-9a56-3829
Apartamento en alquiler en Ur. Orrantia Del Mar,"Ur. Orrantia Del Mar, San Isidro, Lima, Lima ",USD650,1 dormitorio,1 baño,,,,Apartamento,Alquiler,"Hace 2 semanas, 1 día - Publicado por Esther Delgado",https://www.properati.com.pe/detalle/14032-32-32f9-7565c00a91f5-a8d9545c-8157-38a8
Apartamento en alquiler en Bellavista,"Bellavista, Callao, Callao ","S/.1,650",3 dormitorios,2 baños,67 m²,,S/.140,Apartamento,Alquiler,"Hace 2 semanas, 1 día - Publicado por RE/MAX Today",https://www.properati.com.pe/detalle/14032-32-3e30-3a2831e7de31-6a2242a7-a6e0-4b38
Apartamento en alquiler en Ba. Del Medico,"Ba. Del Medico, Surquillo, Lima, Lima ","S/.2,700",3 dormitorios,2 baños,75 m²,,S/.250,Apartamento,Alquiler,8 mar. 2023 - Publicado por Top House Perú Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-36b0-635bd058d5d-71a43e0d-bd4d-46eb
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ","USD1,200",3 dormitorios,2 baños,160 m²,1997,S/.540,Apartamento,Alquiler,"Hace 1 semana, 2 días - Publicado por Midori Kishimoto",https://www.properati.com.pe/detalle/14032-32-986b-c268aadca15b-8b54110b-8645-44b0
Apartamento en alquiler en Ur. San Felipe,"Ur. San Felipe, Jesús María, Lima, Lima ","S/.2,800",3 dormitorios,3 baños,83 m²,2020,S/.265,Apartamento,Alquiler,"Hace 1 semana, 3 días - Publicado por REMAX UNITED",https://www.properati.com.pe/detalle/14032-32-5610-84a3ea723047-cd8c1d58-ac42-4d7a
Apartamento en alquiler en Ur. La Viñita,"Ur. La Viñita, Barranco, Lima, Lima ","S/.2,300",1 dormitorio,1 baño,41 m²,2021,S/.190,Apartamento,Alquiler,26 mar. 2023 - Publicado por Siker Grupo Inmobiliario,https://www.properati.com.pe/detalle/14032-32-e38-edf848e8f79f-2df19a7-a1eb-4303
Casa en alquiler en San Borja,"San Borja, Lima, Lima ","USD2,400",4 dormitorios,3 baños,301 m²,1988,,Casa,Alquiler,23 ene. 2023 - Publicado por INMOGA S.A.C,https://www.properati.com.pe/detalle/14032-32-9dd0-ba9e04e28cb4-c6c644b8-ab9b-4f45
Apartamento en alquiler en Ur. America,"Ur. America, Miraflores, Lima, Lima ","USD1,200",2 dormitorios,4 baños,150 m²,2000,S/.650,Apartamento,Alquiler,"Hace 3 semanas, 13 horas - Publicado por TU HOGAR Y BIENESTAR",https://www.properati.com.pe/detalle/14032-32-6d1a-4f2a631e9425-ebd247d9-bbc3-408a
Casa en alquiler en Punta Hermosa,"Punta Hermosa, Lima, Lima ","S/.2,000",3 dormitorios,3 baños,512 m²,2020,S/.200,Casa,Alquiler,"Hace 1 semana, 4 días - Publicado por Viva en el Campo",https://www.properati.com.pe/detalle/14032-32-d59d-a75386f29790-53c17b92-a69a-4173
Apartamento en alquiler en Ur. El Rosal,"Ur. El Rosal, Miraflores, Lima, Lima ","USD1,000",2 dormitorios,3 baños,106 m²,2016,S/.495,Apartamento,Alquiler,3 feb. 2023 - Publicado por GARRIDO SECLEN RICARDY BUENAVENTURA,https://www.properati.com.pe/detalle/14032-32-a40b-8be85815d288-986a51c0-9e22-120d
Apartamento en alquiler en Cajamarca,"Cajamarca, Cajamarca, Cajamarca ","S/.1,050",3 dormitorios,1 baño,70 m²,2022,,Apartamento,Alquiler,"Hace 1 semana, 5 días - Publicado por Inmobiliaria SOLÍS",https://www.properati.com.pe/detalle/14032-32-2914-3fc950d6789e-56b11256-b608-4a06
Apartamento en alquiler en Ur. Chacarilla Del Estanque,"Ur. Chacarilla Del Estanque, Santiago de Surco, Lima, Lima ","S/.5,000",3 dormitorios,3 baños,135 m²,2020,S/.550,Apartamento,Alquiler,"Hace 1 semana, 5 días - Publicado por Sandra Carbajal",https://www.properati.com.pe/detalle/14032-32-d4f0-15ecaaf9dade-9e3605c0-aa0e-120d
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ","USD1,600",3 dormitorios,2 baños,144 m²,1982,,Apartamento,Alquiler,14 oct. 2022 - Publicado por Inmoba Peru SAC,https://www.properati.com.pe/detalle/14032-32-509d-191e0ca9c86f-83438c79-bc63-4ffc
Casa en alquiler en Ur. Javier Prado (Cahuache),"Ur. Javier Prado (Cahuache), San Borja, Lima, Lima ","USD1,700",9 dormitorios,9 baños,200 m²,2012,,Casa,Alquiler,1 mar. 2023 - Publicado por RE/MAX Expo,https://www.properati.com.pe/detalle/14032-32-195a-5e02d83a21b-989fca48-9fa2-47d9
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",USD950,3 dormitorios,2 baños,119 m²,2012,S/.370,Apartamento,Alquiler,"Hace 2 semanas, 1 día - Publicado por Alinea Inmobiliaria",https://www.properati.com.pe/detalle/14032-32-155-c4a4df80c6f7-c9633850-a6ef-4800
Casa en alquiler en Cajamarca,"Cajamarca, Cajamarca, Cajamarca ","S/.5,600",8 dormitorios,4 baños,205 m²,,,Casa,Alquiler,"Hace 2 semanas, 1 día - Publicado por Inmobiliaria SOLÍS",https://www.properati.com.pe/detalle/14032-32-893f-cd483c285c0e-6c17d61a-bfe8-41e1
Casa en alquiler en Cajamarca,"Cajamarca, Cajamarca, Cajamarca ","S/.3,700",8 dormitorios,8 baños,,,,Casa,Alquiler,"Hace 2 semanas, 1 día - Publicado por Inmobiliaria SOLÍS",https://www.properati.com.pe/detalle/14032-32-d374-33813f9d8cea-cd7fe1b7-a5df-4bf1
Apartamento en alquiler en Ur. San Juan Sector A,"Ur. San Juan Sector A, San Juan de Miraflores, Lima, Lima ","S/.1,700",4 dormitorios,3 baños,80 m²,,,Apartamento,Alquiler,"Hace 1 semana, 5 días - Publicado por Peruconsultores",https://www.properati.com.pe/detalle/14032-32-d4cd-4b2e66054c72-b4183750-a599-120d
Casa en alquiler en San Bartolo,"San Bartolo, Lima, Lima ","USD1,100",3 dormitorios,3 baños,180 m²,2020,S/.200,Casa,Alquiler,"Hace 1 semana, 5 días - Publicado por Viva en el Campo",https://www.properati.com.pe/detalle/14032-32-d4c3-9fea81837217-a51de150-99e7-120d
Apartamento en alquiler en Ur. San Antonio,"Ur. San Antonio, Miraflores, Lima, Lima ","USD1,400",3 dormitorios,4 baños,210 m²,2015,S/.650,Apartamento,Alquiler,19 nov. 2022 - Publicado por Lien Hub Inmobiliario,https://www.properati.com.pe/detalle/14032-32-1c87-391426fddf66-e9c9d2ce-af70-4c3e
Apartamento en alquiler en Surco,"Surco, Santiago De Surco, Lima, Lima ","USD1,250",3 dormitorios,3 baños,150 m²,2010,S/.600,Apartamento,Alquiler,10 ene. 2023 - Publicado por Century 21 Horizonte,https://www.properati.com.pe/detalle/14032-32-fc6f-65a3aade433-608d0dca-8d68-4482
Apartamento en alquiler en Zona 7-B,"Zona 7-B, Urb San Borja, Provincia de Lima, Provincia de Lima ",USD790,3 dormitorios,3 baños,150 m²,,S/.290,Apartamento,Alquiler,16 set. 2022 - Publicado por BERTTOLÍ SERVICIOS INMOBILIARIOS,https://www.properati.com.pe/detalle/14032-32-85b4-a0b1767245a2-14132992-b702-3cec
Apartamento en alquiler en Chiclayo,"Chiclayo, Chiclayo, Lambayeque ","S/.2,500",2 dormitorios,3 baños,120 m²,120 m²,,Apartamento,Alquiler,17 mar. 2023 - Publicado por Lula Botey Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-1e0f-baae9e8868c2-252f6660-b564-3dc9
Casa en alquiler en Piura,"Piura, Piura, Piura ","USD1,200",4 dormitorios,4 baños,300 m²,2010,,Casa,Alquiler,"Hace 1 semana, 6 días - Publicado por Luis Joya Inmobiliaria",https://www.properati.com.pe/detalle/14032-32-d450-ad2e898148c8-ff87ec30-812a-120d
Apartamento en alquiler en Ur. Tambo De Monterrico,"Ur. Tambo De Monterrico, Santiago de Surco, Lima, Lima ",USD750,1 dormitorio,1 baño,77 m²,2010,,Apartamento,Alquiler,24 feb. 2023 - Publicado por Auryn Corp,https://www.properati.com.pe/detalle/14032-32-641a-fba22f787c53-69bad766-baf1-3c3f
Apartamento en alquiler en El Palomar,"El Palomar, Provincia de Lima, Provincia de Lima ","S/.2,400",2 dormitorios,1 baño,70 m²,1995,S/.120,Apartamento,Alquiler,24 ene. 2022 - Publicado por Ana Bay Inmuebles,https://www.properati.com.pe/detalle/14032-32-f7c2-a57c99e2d64e-622ca061-9c0b-42a7
Apartamento en alquiler en Chacra Rios Sur,"Chacra Rios Sur, Provincia de Lima, Provincia de Lima ","S/.1,746",3 dormitorios,2 baños,69 m²,2017,,Apartamento,Alquiler,26 ago. 2022 - Publicado por EXPERT HOME BIENES RAICES S.A.C,https://www.properati.com.pe/detalle/14032-32-b444-8eca2654c3ff-d9f25185-84d4-4de1
Habitación en alquiler en Ur. Los Cedros De Villa Etapa I,"Ur. Los Cedros De Villa Etapa I, Chorrillos, Lima, Lima ",S/.700,1 dormitorio,1 baño,20 m²,2000,,Habitación,Alquiler,28 feb. 2023 - Publicado por Manuel Villarreal Perez,https://www.properati.com.pe/detalle/14032-32-5336-67e32e639926-5a384685-aabc-434b
Apartamento en alquiler en Santiago de Surco,"Santiago de Surco, Lima, Lima ",USD650,3 dormitorios,3 baños,165 m²,2010,S/.800,Apartamento,Alquiler,14 dic. 2022 - Publicado por MARIA DEL ROSARIO - BIENES RAICES,https://www.properati.com.pe/detalle/14032-32-58e8-8cc1e1f50e9d-d125f49d-bb7b-408f
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","USD1,150",2 dormitorios,2 baños,,2010,S/.450,Apartamento,Alquiler,9 dic. 2022 - Publicado por MARIA DEL ROSARIO - BIENES RAICES,https://www.properati.com.pe/detalle/14032-32-51b1-f3e266034274-af578030-9357-4bf3
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",USD950,3 dormitorios,3 baños,100 m²,2010,S/.400,Apartamento,Alquiler,10 ene. 2023 - Publicado por MARIA DEL ROSARIO - BIENES RAICES,https://www.properati.com.pe/detalle/14032-32-f196-96855865fc61-4020a42-bfab-4e6a
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",USD950,1 dormitorio,2 baños,140 m²,2010,,Apartamento,Alquiler,7 feb. 2023 - Publicado por MARIA DEL ROSARIO - BIENES RAICES,https://www.properati.com.pe/detalle/14032-32-731-5f35de0e2628-80c49181-bf59-4340
Apartamento en alquiler en Ur. Linda Vista De Monterrico,"Ur. Linda Vista De Monterrico, Ate, Lima, Lima ","S/.2,200",3 dormitorios,2 baños,95 m²,2014,S/.180,Apartamento,Alquiler,21 feb. 2023 - Publicado por MADELEINE VIGO INMOBILIARIA ,https://www.properati.com.pe/detalle/14032-32-7bc6-406b3624b095-145738c6-8a69-4734
Apartamento en alquiler en Castilla,"Castilla, Piura, Piura ","S/.3,000",3 dormitorios,2 baños,100 m²,2015,S/.300,Apartamento,Alquiler,"Hace 1 semana, 6 días - Publicado por GP Inmobiliaria pe",https://www.properati.com.pe/detalle/14032-32-71c3-b1fb96c81034-380c9974-976e-412c
Apartamento en alquiler en Ur. Miramar,"Ur. Miramar, San Miguel, Lima, Lima ","USD1,000",3 dormitorios,3 baños,125 m²,2019,S/.450,Apartamento,Alquiler,10 feb. 2023 - Publicado por Marcia Rodriguez,https://www.properati.com.pe/detalle/14032-32-b3f7-675b2c763b9c-54315af8-bbf7-4a61
Apartamento en alquiler en Ur. Miramar,"Ur. Miramar, San Miguel, Lima, Lima ","S/.1,900",3 dormitorios,2 baños,62 m²,1999,S/.200,Apartamento,Alquiler,"Hace 2 semanas, 16 horas - Publicado por RE/MAX Principal pe",https://www.properati.com.pe/detalle/14032-32-d249-7a1a26a0ce25-241e1fc8-9492-454b
Apartamento en alquiler en Ur. Leuro,"Ur. Leuro, Miraflores, Lima, Lima ","S/.3,500",3 dormitorios,3 baños,95 m²,2008,,Apartamento,Alquiler,21 mar. 2023 - Publicado por Remax Inmuebles,https://www.properati.com.pe/detalle/14032-32-e719-ee35f6e1123b-d2e68ab7-a24e-4a1e
Apartamento en alquiler en Ur. Confraternidad,"Ur. Confraternidad, Barranco, Lima, Lima ",USD700,1 dormitorio,1 baño,41 m²,2023,S/.200,Apartamento,Alquiler,"Hace 1 semana, 6 días - Publicado por RE/MAX PRO",https://www.properati.com.pe/detalle/14032-32-3a25-cef39a06585d-9fa08e1-b59b-4c01
Apartamento en alquiler en Petit Jean Ocharán,"Petit Jean Ocharán, Urb Cercado de Miraflores, Provincia de Lima, Provincia de Lima ",USD700,1 dormitorio,2 baños,60 m²,,S/.280,Apartamento,Alquiler,25 mar. 2022 - Publicado por Isotta Lima Space,https://www.properati.com.pe/detalle/14032-32-62f1-a3c63539229c-b372b85e-be6e-417c
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",USD930,2 dormitorios,3 baños,130 m²,2018,S/.530,Apartamento,Alquiler,11 feb. 2023 - Publicado por Corretaje Pelusa,https://www.properati.com.pe/detalle/14032-32-e72e-2607a9c3e82e-4d9ce001-ab48-441c
Apartamento en alquiler en San Isidro,"San Isidro, Lima, Lima ","USD1,300",2 dormitorios,2 baños,154 m²,2015,S/.680,Apartamento,Alquiler,11 feb. 2023 - Publicado por Pilar Zunjic,https://www.properati.com.pe/detalle/14032-32-2a7f-9bc5c87ff5fe-e01662f0-b74a-4715
Apartamento en alquiler en Zona 7-B,"Zona 7-B, Urb San Borja, Provincia de Lima, Provincia de Lima ","S/.2,900",3 dormitorios,3 baños,150 m²,,S/.290,Apartamento,Alquiler,16 set. 2022 - Publicado por BERTTOLÍ SERVICIOS INMOBILIARIOS,https://www.properati.com.pe/detalle/14032-32-e251-9d220862bd7c-fc68db45-a772-3df6
